,sku,is_in_stock,name,price,special_price,short_description,free_colors,raw_materials,image_dimension,description,Width,Height,Length,weight,collection,Images1,url_key,visibility,tax_class_name,manufacturer,news_from_date,news_to_date,Images2,link_url,categories1,categories2,categories3
1699,TOV-B6419,1,SASSY CREAM VELVET KING BED,"$1,149",0,"Timeless and elegant, the wingback-style Sassy bed features a sculpted tufted headboard and sumptuous velvet upholstery. Available in queen or king sizes and multiple color options. No box spring is required and slats are included.",Cream,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6418-TOV-B6419-D-King-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Tufted wingback headboard design
No box spring required, slats are included
Kiln-dried solid wood frame
Fabric swatch available",225.645,134.26,215.6,152lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6419.media_.06.jpg,TOV-B6419 SASSY CREAM VELVET KING BED,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-4.jpg",https://tovfurniture.com/product/sassy-cream-velvet-king-bed/, Beds , Sassy Cream Velvet King Bed,
1700,TOV-B6418,1,SASSY CREAM VELVET QUEEN BED,"$1,049",0,"Timeless and elegant, the wingback-style Sassy bed features a sculpted tufted headboard and sumptuous velvet upholstery. Available in queen or king sizes and multiple color options. No box spring is required and slats are included.",Cream,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6418-TOV-B6419-D-Queen-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Tufted wingback headboard design
No box spring required, slats are included
Kiln-dried solid wood frame
Fabric swatch available",187.67,134.26,215.6,148lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6419.media_.06.jpg,TOV-B6418 SASSY CREAM VELVET QUEEN BED,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6418-TOV-B6419-4.jpg",https://tovfurniture.com/product/sassy-cream-velvet-queen-bed/, Beds , Sassy Cream Velvet Queen Bed,
1701,TOV-B6417,1,SASSY GREY VELVET KING BED,"$1,149",0,"Timeless and elegant, the wingback-style Sassy bed features a sculpted tufted headboard and sumptuous velvet upholstery. Available in queen or king sizes and multiple color options. No box spring is required and slats are included.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6416-TOV-B6417-D-King-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Tufted wingback headboard design
No box spring required, slats are included
Kiln-dried solid wood frame
Fabric swatch available",225.645,134.26,215.6,152lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416.media_.06.jpg,TOV-B6417 SASSY GREY VELVET KING BED,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-4.jpg",https://tovfurniture.com/product/sassy-grey-velvet-king-bed/, Beds , Sassy Grey Velvet King Bed,
1702,TOV-B6416,1,SASSY GREY VELVET QUEEN BED,"$1,049",0,"Timeless and elegant, the wingback-style Sassy bed features a sculpted tufted headboard and sumptuous velvet upholstery. Available in queen or king sizes and multiple color options. No box spring is required and slats are included.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6416-TOV-B6417-D-Queen-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Tufted wingback headboard design
No box spring required, slats are included
Kiln-dried solid wood frame
Fabric swatch available",187.67,134.26,215.6,148lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416.media_.06.jpg,TOV-B6416 SASSY GREY VELVET QUEEN BED,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416-TOV-B6417-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/09/TOV-B6416.media_.05.jpg",https://tovfurniture.com/product/sassy-grey-velvet-queen-bed/, Beds , Sassy Grey Velvet Queen Bed,
1703,TOV-B6377,1,ANGELA CREAM BED IN QUEEN,$849,0,"We can’t guarantee your dreams will come true, but at least we can help you dream in style. The Angela bed features glam design, channel tufting and gold legs that pop against the sumptuous velvet upholstery. Available in queen or king and multiple color options.",Cream,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6377-D-QUEEN.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",162.435,102.165,217.56,120.1lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377.jpg,TOV-B6377 ANGELA CREAM BED IN QUEEN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-4.jpg",https://tovfurniture.com/product/angela-cream-bed-in-queen/, Beds , Angela Cream Bed in Queen,
1704,TOV-B6376,1,ANGELA CREAM BED IN KING,$899,0,"We can’t guarantee your dreams will come true, but at least we can help you dream in style. The Angela bed features glam design, channel tufting and gold legs that pop against the sumptuous velvet upholstery. Available in queen or king and multiple color options.",Cream,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-D-KING-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",201.145,102.165,217.56,132.2lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377.jpg,TOV-B6376 ANGELA CREAM BED IN KING,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6376-TOV-B6377-4.jpg",https://tovfurniture.com/product/angela-cream-bed-in-king/, Beds , Angela Cream Bed in King,
1705,TOV-B6375,1,ANGELA GREY BED IN QUEEN,$849,0,"We can’t guarantee your dreams will come true, but at least we can help you dream in style. The Angela bed features glam design, channel tufting and gold legs that pop against the sumptuous velvet upholstery. Available in queen or king and multiple color options.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-D-QUEEN-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",162.435,102.165,217.56,120.1lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375.jpg,TOV-B6375 ANGELA GREY BED IN QUEEN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-4.jpg",https://tovfurniture.com/product/angela-grey-bed-in-queen/, Beds , Angela Grey Bed in Queen,
1706,TOV-B6374,1,ANGELA GREY BED IN KING,$899,0,"We can’t guarantee your dreams will come true, but at least we can help you dream in style. The Angela bed features glam design, channel tufting and gold legs that pop against the sumptuous velvet upholstery. Available in queen or king and multiple color options.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-D-KING.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",201.145,102.165,217.56,132.2lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375.jpg,TOV-B6374 ANGELA GREY BED IN KING,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6374-TOV-B6375-4.jpg",https://tovfurniture.com/product/angela-grey-bed-in-king/, Beds , Angela Grey Bed in King,
1707,TOV-B6373,1,ANGELA BLUSH BED IN QUEEN,$849,0,"We can’t guarantee your dreams will come true, but at least we can help you dream in style. The Angela bed features glam design, channel tufting and gold legs that pop against the sumptuous velvet upholstery. Available in queen or king and multiple color options.",Blush,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-D-QUEEN.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",162.435,102.165,217.56,120.1lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373.jpg,TOV-B6373 ANGELA BLUSH BED IN QUEEN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-1-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/OC6463-TOV-OC18233-TOV-B6373-TOV-G18268.jpg",https://tovfurniture.com/product/angela-blush-bed-in-queen/, Beds , Angela Blush Bed in Queen,
1708,TOV-B6372,1,ANGELA BLUSH BED IN KING,$899,0,"We can’t guarantee your dreams will come true, but at least we can help you dream in style. The Angela bed features glam design, channel tufting and gold legs that pop against the sumptuous velvet upholstery. Available in queen or king and multiple color options.",Blush,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-D-KING-1.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",201.145,102.165,217.56,132.2lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373.jpg,TOV-B6372 ANGELA BLUSH BED IN KING,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-1-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6372-TOV-B6373-4-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/OC6463-TOV-OC18233-TOV-B6373-TOV-G18268.jpg",https://tovfurniture.com/product/angela-blush-bed-in-king/, Beds , Angela Blush Bed in King,
1709,TOV-B6176,1,ARABELLE BLUSH VELVET BED IN KING,$949,0,"Yes, taller is better. We’ve reached a whole new level with the Arabelle bed and its impressive stately, channel-tufted frame. Completing the look, we upholstered this dreamy piece with trending velvet upholstery in several gorgeous colors. Available in king, queen or twin options.",Blush,Velvet,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2021/04/TOV-B6176-TOV-B6177-King-D.jpg,"FEATURES
Tall headboard with channel tufting
Handmade by skilled furniture craftsmen
Kiln-dried wood frame with Birchwood legs
Available in multiple color options and sizes
No box spring required and slats are included
Fabric swatch available
Assembly required",197.715,164.885,212.17,135.1lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6177.jpg,TOV-B6176 ARABELLE BLUSH VELVET BED IN KING,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6177-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6177-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6177-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6177-4.jpg",https://tovfurniture.com/product/arabelle-blush-velvet-bed-in-king/, Beds , Arabelle Blush Velvet Bed in King,
1710,TOV-B6347,1,VIVI BURNT GOLD VELVET BED IN TWIN,$789,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6347-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",113.925,134.995,220.99,87.6lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6347.jpg,TOV-B6347 VIVI BURNT GOLD VELVET BED IN TWIN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6347-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6347-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6347-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6347-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6347-D.jpg",https://tovfurniture.com/product/vivi-burnt-gold-velvet-bed-in-twin/, TOV Teen , Vivi Burnt Gold Velvet Bed in Twin,
1711,TOV-B6346,1,VIVI BURNT GOLD VELVET BED IN QUEEN,$949,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6346-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",167.825,134.995,229.565,118.4lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6346.jpg,TOV-B6346 VIVI BURNT GOLD VELVET BED IN QUEEN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6346-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6346-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6346-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6346-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6346-D.jpg",https://tovfurniture.com/product/vivi-burnt-gold-velvet-bed-in-queen/, Beds , Vivi Burnt Gold Velvet Bed in Queen,
1712,TOV-B6345,1,VIVI BURNT GOLD VELVET BED IN KING,$999,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6345-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",206.535,134.995,235.2,131.7lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6345.jpg,TOV-B6345 VIVI BURNT GOLD VELVET BED IN KING,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6345-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6345-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6345-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6345-4.jpg",https://tovfurniture.com/product/vivi-burnt-gold-velvet-bed-in-king/, Beds , Vivi Burnt Gold Velvet Bed in King,
1713,TOV-B6344,1,VIVI GREY VELVET BED IN TWIN,$789,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6344-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",113.925,134.995,220.99,87.6lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6344.jpg,TOV-B6344 VIVI GREY VELVET BED IN TWIN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6344-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6344-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6344-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6344-4.jpg",https://tovfurniture.com/product/vivi-grey-velvet-bed-in-twin/, TOV Teen , Vivi Grey Velvet Bed in Twin,
1714,TOV-B6343,1,VIVI GREY VELVET BED IN QUEEN,$949,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6343-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",167.825,134.995,229.565,118.4lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6343.jpg,TOV-B6343 VIVI GREY VELVET BED IN QUEEN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6343-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6343-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6343-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6343-4.jpg",https://tovfurniture.com/product/vivi-grey-velvet-bed-in-queen/, Beds , Vivi Grey Velvet Bed in Queen,
1715,TOV-B6342,1,VIVI GREY VELVET BED IN KING,$999,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Grey,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6342-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",206.535,134.995,235.2,131.7lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6342.jpg,TOV-B6342 VIVI GREY VELVET BED IN KING,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6342-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6342-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6342-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6342-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6342-D.jpg",https://tovfurniture.com/product/vivi-grey-velvet-bed-in-king/, Beds , Vivi Grey Velvet Bed in King,
1716,TOV-B6341,1,VIVI FOREST GREEN VELVET BED IN TWIN,$789,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Green,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6341-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",113.925,134.995,220.99,87.6lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6341.jpg,TOV-B6341 VIVI FOREST GREEN VELVET BED IN TWIN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6341-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6341-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6341-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6341-4.jpg",https://tovfurniture.com/product/vivi-forest-green-velvet-bed-in-twin/, TOV Teen , Vivi Forest Green Velvet Bed in Twin,
1717,TOV-B6340,1,VIVI FOREST GREEN VELVET BED IN QUEEN,$949,0,"Modern glam is beautifully epitomized in the elegant curves of the Vivi bed. Boasting a dramatic silhouette and gold glamorous legs that pop against the textured velvet upholstery, it demands attention. Available in Twin, Queen and King sizes and multiple color options.",Green,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/07/TOV-B6340-D-Queen-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Kiln dried pine frame
Available in Twin, Queen and King
No box spring required and slats are included
Fabric swatch available
Assembly required",167.825,134.995,229.565,118.4lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6340.jpg,TOV-B6340 VIVI FOREST GREEN VELVET BED IN QUEEN,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6340-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6340-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6340-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6340-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2019/06/TOV-B6340-D.jpg",https://tovfurniture.com/product/vivi-forest-green-velvet-bed-in-queen/, Beds , Vivi Forest Green Velvet Bed in Queen,
