,sku,is_in_stock,name,price,special_price,short_description,free_colors,raw_materials,image_dimension,description,Width,Height,Length,weight,collection,Images1,url_key,visibility,tax_class_name,manufacturer,news_from_date,news_to_date,Images2,link_url,categories1,categories2,categories3
1122,TOV-OC18345,1,AURORA SIDE TABLE,$139,0,"Enhance your space with the modern and stylish Aurora side table. Featuring a transparent cloud-hued glass top perched upon a velvet conical base and complemented with gold accents, this table will be an instant eye-catcher in any room.","Transparent, Grey","Iron, Glass, Velvet",https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18345-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Glass top and velvet covered base
Hourglass silhouette
Minor assembly required",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,11.6lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/12/TOV-OC18345.jpg,TOV-OC18345 AURORA SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18345-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18345-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18345-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18345-4.jpg",https://tovfurniture.com/product/aurora-side-table/, Occasional Tables , Aurora Side Table,
1123,TOV-OC18360,1,CUBE SIDE TABLE,$249,0,Push some boundaries with the hand-laid Cube two-tone side table. This little cutie will add that artistic element to any space with it’s geometric stripes. Life’s too short to be boring.,Black and White,MDF,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/12/TOV-OC18360-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Geometric design
Two-tone finish complements any space
Ships fully assembled",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,15lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/12/TOV-OC18360.jpg,TOV-OC18360 CUBE SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/12/TOV-OC18360-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/12/TOV-OC18360-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/12/TOV-OC18360-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/12/TOV-OC18360-4.jpg",https://tovfurniture.com/product/cube-side-table/, Occasional Tables , Cube Side Table,
1124,TOV-IHOC18363,1,ZOE GOLD SIDE TABLE/STOOL BY INSPIRE ME! HOME DECOR,$199,0,"The Zoe side table from our new Inspire Me! Home Decor x TOV collection is breathtaking! Crafted from lightweight steel with a polished gold finish, this table can be used as a table, stool, ottoman or footrest. We know you’ll love the unique abstract pattern around the base too.",Gold,Steel,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18363-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Stunning gold finish
Part of the Inspire Me! Home Decor Collection
Ships fully assembled",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,10.1lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18363-TOV-IHOC18359.jpg,TOV-IHOC18363 ZOE GOLD SIDE TABLE/STOOL BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18363-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18363-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18363-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18363-4.jpg",https://tovfurniture.com/product/zoe-gold-side-table-stool/, Inspire Me! Home Décor , Zoe Gold Side Table,
1125,TOV-IHOC18361,1,EVE ROUND NESTING TABLES BY INSPIRE ME! HOME DECOR,$249,0,"Introducing the Eve Nesting Tables from the Inspire Me! Home Decor X TOV collection! This pair of accent tables features matte black bases, with intricate hand-crafted designed tabletops that’s perfect for holding your favorite cocktail, book or decorative piece.","Gold, black","Aluminum, Iron",https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Nesting design allows easy space saving
Intricate hand-finished tabletops
Part of the Inspire Me! Home Decor Collection
Ships fully assembled",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,Small: 8.7; Large: 11.4lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361.jpg,TOV-IHOC18361 EVE ROUND NESTING TABLES BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-5.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-6.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-7.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-8.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18361-9.jpg",https://tovfurniture.com/product/eve-round-nesting-tables/, Inspire Me! Home Décor , Eve Round Nesting Tables by Inspire Me! Home Decor,
1126,TOV-IHOC18359,1,SOPHIA GOLD SIDE TABLE BY INSPIRE ME! HOME DECOR,$159,0,"NEW from the Inspire Me! Home Decor X TOV collection, the Sophia table will dazzle in any room in your home. Crafted entirely of intricate interwoven gold finished knots and loops, this statement piece will be a fave of yours forever.",Gold,Aluminum,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18359-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Unique interwoven design
Gold finished aluminum
Part of the Inspire Me! Home Decor Collection
Ships fully assembled",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,7.3lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18359-TOV-IHOC18363.jpg,TOV-IHOC18359 SOPHIA GOLD SIDE TABLE BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18359-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18359-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18359-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-IHOC18359-4.jpg",https://tovfurniture.com/product/sophia-gold-side-table/, Inspire Me! Home Décor , Sophia Gold Side Table by Inspire Me! Home Decor,
1127,TOV-OC18371,1,PEACE COCKTAIL TABLE,$299,0,Need some nirvana? Place the Peace cocktail table in your room for that instant style-up! The bold colors and playful patterns on this cutie will add the levity you’ve been craving.,Brass,Iron,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Colorful design
Satin gold finish
Minor assembly required",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,27.6lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371.jpg,TOV-OC18371 PEACE COCKTAIL TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-5.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-6.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/10/TOV-OC18371-7.jpg",https://tovfurniture.com/product/peace-cocktail-table/, Occasional Tables , Peace Cocktail Table,
1128,TOV-OC18280,1,DANEB WHITE MARBLE COCKTAIL TABLE,$399,0,"Contemporary and modern, the Daneb cocktail table boasts a sophisticated gold frame and genuine marble top. Its unique angular base will be a focal point in your living space and its white and gold color tones will blend beautifully with any decor.",White,Marble,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/11/TOV-OC18280-D-2-2.jpg,"FEATURES
Handcrafted by furniture artisans - Slight variations are to be expected
Genuine marble tabletop
Angular gold base
Minor assembly required",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,64lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/11/TOV-OC18280-TOV-S6166-TOV-C18298.jpg,TOV-OC18280 DANEB WHITE MARBLE COCKTAIL TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/11/TOV-OC18280-1-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/11/TOV-OC18280-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/11/TOV-OC18280-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/11/TOV-OC18280-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/11/TOV-OC18280-5.jpg",https://tovfurniture.com/product/daneb-white-marble-cocktail-table/, Occasional Tables , Daneb White Marble Cocktail Table,
1129,TOV-OC18329,1,FLOR HANDPAINTED SIDE TABLE,$179,0,Floral inspiration and masterful handcraftsmanship combine beautifully to create the Flor side table. Its intricately detailed top and petaled leg complement each other beautifully to create this eye-catching side table.,Brass,Iron,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-D.jpg,"FEATURES
Handpainted tabletop
Intricately detailed legs
Brass finish
Minor assembly required",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-7.jpg,TOV-OC18329 FLOR HANDPAINTED SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-5.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18329-6.jpg",https://tovfurniture.com/product/flor-handpainted-side-table/, Occasional Tables , Flor Handpainted Side Table,
1130,TOV-OC18331,1,SUNSET HANDPAINTED SIDE TABLE,$149,0,"Boasting a minimalist design and handpainted finish, this copper colored side table was made to suit most any decor. It’s soft tones and simple silhouette allow it to complement any space.",Copper,Iron,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18331-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Multi-toned tabletop design
Copper finish
Minor assembly required",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18331.jpg,TOV-OC18331 SUNSET HANDPAINTED SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18331-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18331-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18331-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18331-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18331-5.jpg",https://tovfurniture.com/product/sunset-handpainted-side-table/, Occasional Tables , Sunset Handpainted Side Table,
1131,TOV-OC18330,1,EYE HANDPAINTED SIDE TABLE,$149,0,"Boasting a minimalist design and handpainted finish, this brass colored side table was made to suit most any decor. Used solo or in pairs, it’s guaranteed to be an eye-catcher.",Brass,Iron,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18330-D.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Features an eye-catching design
Brass finish
Minor assembly required",__EMPTY__VALUE__,__EMPTY__VALUE__,__EMPTY__VALUE__,,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18330.jpg,TOV-OC18330 EYE HANDPAINTED SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18330-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18330-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18330-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18330-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/09/TOV-OC18330-5.jpg",https://tovfurniture.com/product/eye-handpainted-side-table/, Occasional Tables , Eye Handpainted Side Table,
1132,TOV-O44065,1,DELTA IVORY CONCRETE SIDE TABLE,$159,0,"Whether indoors or out, the Delta side table will add a glamorous touch to your space. Crafted entirely of concrete, it features an ivory finish and a round ringed top supported by three cylindrical legs. Enhance your space with this versatile piece.",Ivory,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-O44065-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Concrete constructions offers supreme durability
Outdoor-safe; cover or store indoors during inclement weather or when not in use
Ivory finish
Ships fully assembled",34.3,41.65000000000001,34.3,44lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-O44065-scaled.jpg,TOV-O44065 DELTA IVORY CONCRETE SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-O44065-1-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-O44065-2-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-O44065-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-O44066-TOV-O44065-scaled.jpg",https://tovfurniture.com/product/delta-ivory-concrete-side-table/, Occasional Tables , Delta Ivory Concrete Side Table,
1133,TOV-OC18340,1,OMBRE ENAMEL COCKTAIL TABLE,$399,0,"Available in both side and cocktail table sizes, its gold and black ombre base supports a solid white tray top and offers a sturdy and modern look. Use individually or as a set to upgrade most any space with fabulous style. ",White,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
White tray top
Conical base features ombre design
Minor assembly required
Available in both side and cocktail sizes",65.66000000000001,40.425,65.66000000000001,,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-TOV-OC18339-scaled.jpg,TOV-OC18340 OMBRE ENAMEL COCKTAIL TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-1-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-2-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-3-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-4-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-5-scaled.jpg",https://tovfurniture.com/product/ombre-enamel-cocktail-table/, Occasional Tables , Ombre Enamel Cocktail Table,
1134,TOV-OC18339,1,OMBRE ENAMEL SIDE TABLE,$149,0,,White,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18339-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
White tray top
Conical base features ombre design
Minor assembly required
Available in both side and cocktail sizes",38.71000000000001,56.35,38.71000000000001,,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18340-TOV-OC18339-scaled.jpg,TOV-OC18339 OMBRE ENAMEL SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18339-1-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18339-2-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-OC18339-3-scaled.jpg",https://tovfurniture.com/product/ombre-enamel-side-table/, Occasional Tables , Ombre Enamel Side Table,
1135,TOV-IHOC18338,1,MIA HANDPAINTED GOLD SIDE TABLE BY INSPIRE ME! HOME DECOR,$199,0,"Yet another beauty from the Inspire Me! Home Decor and TOV teams, your guests won’t be able to take their eyes off of the glamorous Mia side table. Perfect sitting solo or alongside a sofa, its show-stopping distressed gold finish and glass top will bring a touch of contemporary style to your space.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-IHOC18338-D-scaled.jpg,"FEATURES
Handpainted finish
Glass tabletop
Handcrafted from iron
Stylish silhouette complements any decor
Part of the Inspire Me! Home Decor Collection",34.3,48.51000000000001,34.3,,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-IHOC18338.jpg,TOV-IHOC18338 MIA HANDPAINTED GOLD SIDE TABLE BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-IHOC18338-1-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-IHOC18338-2-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-IHOC18338-3-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/08/TOV-IHOC18338-4-scaled.jpg",https://tovfurniture.com/product/mia-handpainted-gold-side-table/, Inspire Me! Home Décor , Mia Handpainted Gold Side Table by Inspire Me! Home Decor,
1136,TOV-B44062,1,QUINN WHITE SIDE TABLE,$249,0,"Chic in chevron, the Quinn side table will make a statement beside a chair, sofa or bed. brushed gold legs and matching hardware help create the perfect combination of rustic and glam forming a sensational look.",White,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/06/TOV-B44062.media_.09-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Two spacious drawers
Drawer dimensions: 17.2""W x 14.1""D x 8.1""H
Stylish geometric design
Brass accents
Minor assembly required",46.305,63.7,38.71000000000001,48.5lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/06/TOV-B44062.media_.10-scaled.jpg,TOV-B44062 QUINN WHITE SIDE TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-1.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-5.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-6.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-7.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/05/TOV-B44062-8.jpg",https://tovfurniture.com/product/quinn-white-side-table/, Nightstands , Quinn White Side Table,
1137,TOV-OC18281,1,CALEB OVAL WHITE MARBLE COCKTAIL TABLE,$499,0,"Modern and sophisticated, the eye-catching design of the Caleb shows off an elevated white marble top elegantly anchored to a gleaming gold base. Brimming with luxury and refinement this cocktail table is sure to be a standout piece.",White,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/04/TOV-OC18281-D-scaled.jpg,"FEATURES
Handcrafted by furniture artisans - Slight variations are to be expected
Genuine oval marble tabletop
Angular gold base
Minor Assembly required",113.925,39.2,61.25000000000001,79.3lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/04/TOV-OC18273-TOV-OC18281.jpg,TOV-OC18281 CALEB OVAL WHITE MARBLE COCKTAIL TABLE,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/04/TOV-OC18281-1-1-1-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/04/TOV-OC18281-2.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/04/TOV-OC18281-3.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/04/TOV-OC18281-4.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/04/Webp.net-resizeimage.jpg",https://tovfurniture.com/product/caleb-oval-white-marble-cocktail-table/, Occasional Tables , Caleb Oval White Marble Cocktail Table,
1138,TOV-OC18314,1,CAMILLA MARBLE SIDE TABLE BY INSPIRE ME! HOME DECOR,$199,0,"Designed by Inspire Me! Home Decor in collaboration with TOV, the Camilla table is both elegant and an instant classic. Its sun-shaped marble top rests on an open-frame golden base crafted from durable iron. Shop the Inspire Me! Home Collection to complete the look and take the work out of designing your space.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18314-D-scaled.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Part of the Inspire Me! Home Decor collection
Genuine marble tabletop
Iron base finished in gold
Crafted in India.",44.1,55.86000000000001,44.1,29.7lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18314.jpg,TOV-OC18314 CAMILLA MARBLE SIDE TABLE BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18314-1-1-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/6RdZaiW.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/5tCdxvo.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/8DHB91M.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/Clv9cPP.jpg",https://tovfurniture.com/product/camilla-marble-side-table/, Inspire Me! Home Décor , Camilla Marble Side Table by Inspire Me! Home Decor,
1139,TOV-OC18315,1,GRACE GLASS COFFEE TABLE BY INSPIRE ME! HOME DECOR,$399,0,"Enhance your home with this stylish Grace table from Inspire Me! Home Decor and TOV. A clear glass top sits on an hourglass pedestal base, furnished from individual iron spokes finished in satin gold. Available in coffee and side table sizes, this table will stand out alone or as a set.",Gold,,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18315-D-1.jpg,"FEATURES
Handmade by skilled furniture craftsmen
Part of the Inspire Me! Home Decor collection
Glass tabletop
Hourglass pedestal base
Satin gold finish
Available in two sizes
Crafted in India.",73.5,44.1,73.5,38.4lbs,collection,https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18315-TOV-OC18316_watermark.jpg,TOV-OC18315 GRACE GLASS COFFEE TABLE BY INSPIRE ME! HOME DECOR,"Catalog, Search",Taxable Goods,مستوردة,07/06/2021,09/04/2021,"https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/TOV-OC18315-1-12-scaled.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/WroFtmG.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/oDvIVHh.jpg, https://tov-stage.s3.us-west-1.amazonaws.com/wp-content/uploads/2020/03/5TjgJND.jpg",https://tovfurniture.com/product/grace-glass-coffee-table/, Inspire Me! Home Décor , Grace Glass Coffee Table by Inspire Me! Home Decor,
